Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Dicky Pride,,,2018,,,,,,30,,,,,,,,42810
Padraig Harrington,,,2018,,,,,,29,,,,,,,,93260
Troy Matteson,,,2018,,,,,,28,,,,,,,,39000
Jason Bohn,,,2018,,,,,,27,,,,,,,,43620
Tommy Gainey,,,2018,,,,,,26,,,,,,,,39508
John Senden,,,2018,,,,,,25,,,,,,,,68604
Heath Slocum,,,2018,,,,,,24,,,,,,,,37814
Vijay Singh,,,2018,,,,,,24,,,,,,,,95334
Brian Davis,,,2018,,,,,,20,,,,,,,,60851
Seung-Yul Noh,,,2018,,,,,,19,,,,,,,,44516
Fred Couples,,,2018,,,,,,18,,,,,,,,46200
Colt Knost,,,2018,,,,,,13,,,,,,,,43134
Jim Herman,,,2018,,,,,,13,,,,,,,,46962
Ángel Cabrera,,,2018,,,,,,11,,,,,,,,20353
Derek Ernst,,,2018,,,,,,11,,,,,,,,20353
Mark Wilson,,,2018,,,,,,9,,,,,,,,33348
Bob Estes,,,2018,,,,,,7,,,,,,,,15431
Charlie Beljan,,,2018,,,,,,7,,,,,,,,21344
Charlie Wi,,,2018,,,,,,7,,,,,,,,10878
Daniel Chopra,,,2018,,,,,,6,,,,,,,,8784
Kris Blanks,,,2018,,,,,,6,,,,,,,,18998
Rick Lamb,,,2018,,,,,,6,,,,,,,,14136
Omar Uresti,,,2018,,,,,,6,,,,,,,,21278
Andrew Johnston,,,2018,,,,,,5,,,,,,,,24448
John Daly,,,2018,,,,,,5,,,,,,,,18362
John Rollins,,,2018,,,,,,4,,,,,,,,15598
Cameron Beckman,,,2018,,,,,,4,,,,,,,,12694
Arjun Atwal,,,2018,,,,,,4,,,,,,,,12006
Robert Allenby,,,2018,,,,,,4,,,,,,,,19970
Paul Goydos,,,2018,,,,,,3,,,,,,,,18067
Chris Couch,,,2018,,,,,,3,,,,,,,,13000
Jay Don Blake,,,2018,,,,,,3,,,,,,,,7595
Michael Bradley,,,2018,,,,,,3,,,,,,,,7595
Olin Browne,,,2018,,,,,,3,,,,,,,,7385
Jonathan Kaye,,,2018,,,,,,2,,,,,,,,7004
Neal Lancaster,,,2018,,,,,,2,,,,,,,,6930
Shaun Micheel,,,2018,,,,,,2,,,,,,,,6930
Mike Weir,,,2018,,,,,,2,,,,,,,,5760
Trevor Immelman,,,2018,,,,,,1,,,,,,,,5520
Henrik Stenson,,,2017,,,,,,1079,1,3,,,,,,2769771
Steve Stricker,,,2017,,,,,,410,,2,,,,,,1002036
Greg Owen,,,2017,,,,,,314,,2,,,,,,738711
Jonathan Byrd,,,2017,,,,,,172,,1,,,,,,328337
John Peterson,,,2017,,,,,,153,,,,,,,,329705
Joel Dahmen,,,2017,,,,,,143,,1,,,,,,344824
Vijay Singh,,,2017,,,,,,140,,,,,,,,337305
Will MacKenzie,,,2017,,,,,,127,,,,,,,,272288
Davis Love III,,,2017,,,,,,124,,1,,,,,,257270
Bill Lunde,,,2017,,,,,,121,,1,,,,,,233984
Andrew Johnston,,,2017,,,,,,112,,1,,,,,,293233
Stuart Appleby,,,2017,,,,,,104,,1,,,,,,206607
Ángel Cabrera,,,2017,,,,,,96,,1,,,,,,210479
Andres Romero,,,2017,,,,,,91,,,,,,,,196518
Dicky Pride,,,2017,,,,,,85,,,,,,,,165022
Padraig Harrington,,,2017,,,,,,82,,,,,,,,171407
Willy Wilcox,,,2017,,,,,,81,,,,,,,,137567
Hiroshi Iwata,,,2017,,,,,,76,,1,,,,,,179133
Jon Curran,,,2017,,,,,,60,,,,,,,,128092
Jason Gore,,,2017,,,,,,56,,,,,,,,133125
John Senden,,,2017,,,,,,55,,,,,,,,104044
Mark Wilson,,,2017,,,,,,54,,,,,,,,100286
Chesson Hadley,,,2017,,,,,,53,,,,,,,,82208
Fred Couples,,,2017,,,,,,52,,,,,,,,148500
Steve Marino,,,2017,,,,,,45,,,,,,,,98573
Bob Estes,,,2017,,,,,,41,,,,,,,,76930
John Merrick,,,2017,,,,,,40,,,,,,,,74648
Y.E. Yang,,,2017,,,,,,39,,,,,,,,67091
Charlie Wi,,,2017,,,,,,39,,,,,,,,65613
Jerry Kelly,,,2017,,,,,,34,,,,,,,,59856
Freddie Jacobson,,,2017,,,,,,32,,,,,,,,61129
Brendon de Jonge,,,2017,,,,,,31,,,,,,,,54273
Tyler Aldridge,,,2017,,,,,,30,,,,,,,,67722
Craig Barlow,,,2017,,,,,,29,,,,,,,,53426
Danny Willett,,,2017,,,,,,26,,,,,,,,217975
Arjun Atwal,,,2017,,,,,,20,,,,,,,,40799
Robert Allenby,,,2017,,,,,,19,,,,,,,,32851
Zack Sucher,,,2017,,,,,,18,,,,,,,,35135
"Ted Potter, Jr.",,,2017,,,,,,16,,,,,,,,31284
Tim Herron,,,2017,,,,,,11,,,,,,,,29857
Bobby Wyatt,,,2017,,,,,,10,,,,,,,,33139
Larry Mize,,,2017,,,,,,9,,,,,,,,27720
Shane Bertsch,,,2017,,,,,,7,,,,,,,,15328
Michael Bradley,,,2017,,,,,,7,,,,,,,,13514
D.J. Trahan,,,2017,,,,,,6,,,,,,,,15155
Tommy Gainey,,,2017,,,,,,6,,,,,,,,23717
Justin Leonard,,,2017,,,,,,5,,,,,,,,13702
Troy Matteson,,,2017,,,,,,5,,,,,,,,12376
George McNeill,,,2017,,,,,,4,,,,,,,,9984
Tim Petrovic,,,2017,,,,,,4,,,,,,,,9984
David Toms,,,2017,,,,,,4,,,,,,,,9984
Charlie Beljan,,,2017,,,,,,4,,,,,,,,13869
Peter Lonard,,,2017,,,,,,4,,,,,,,,7524
Max Homa,,,2017,,,,,,3,,,,,,,,18008
Eric Axley,,,2017,,,,,,3,,,,,,,,9198
Omar Uresti,,,2017,,,,,,3,,,,,,,,19250
Brendon Todd,,,2017,,,,,,3,,,,,,,,14925
Colt Knost,,,2017,,,,,,3,,,,,,,,13580
Fred Funk,,,2017,,,,,,2,,,,,,,,11280
John Rollins,,,2017,,,,,,2,,,,,,,,8736
Chris Smith,,,2017,,,,,,2,,,,,,,,6755
Shaun Micheel,,,2017,,,,,,1,,,,,,,,6300
Henrik Stenson,,,2016,,,,,,1387,1,4,,,,,,3397373
Danny Willett,,,2016,,,,,,691,1,3,,,,,,1938132
Bud Cauley,,,2016,,,,,,409,,3,,,,,,760430
Greg Chalmers,,,2016,,,,,,366,1,1,,,,,,695188
Jamie Donaldson,,,2016,,,,,,322,,,,,,,,520052
Cameron Percy,,,2016,,,,,,258,,,,,,,,313456
Ian Poulter,,,2016,,,,,,236,,1,,,,,,370256
Brice Garnett,,,2016,,,,,,222,,2,,,,,,446565
Justin Leonard,,,2016,,,,,,186,,,,,,,,288428
Tim Herron,,,2016,,,,,,186,,1,,,,,,297238
Miguel Angel Carballo,,,2016,,,,,,159,,1,,,,,,240509
Davis Love III,,,2016,,,,,,154,,,,,,,,222422
Brian Gay,,,2016,,,,,,149,,1,,,,,,280619
Alex Prugh,,,2016,,,,,,133,,,,,,,,135437
D.J. Trahan,,,2016,,,,,,124,,1,,,,,,225751
Wesley Bryan,,,2016,,,,,,122,,1,,,,,,178729
Andres Romero,,,2016,,,,,,120,,1,,,,,,195262
John Merrick,,,2016,,,,,,114,,,,,,,,162969
Matt Every,,,2016,,,,,,112,,,,,,,,158453
Nick Watney,,,2016,,,,,,99,,,,,,,,189880
Lucas Lee,,,2016,,,,,,93,,,,,,,,98965
Shane Bertsch,,,2016,,,,,,91,,,,,,,,105493
Tim Clark,,,2016,,,,,,86,,,,,,,,110361
Jonathan Byrd,,,2016,,,,,,73,,,,,,,,58655
Tom Gillis,,,2016,,,,,,72,,,,,,,,93242
Michael Bradley,,,2016,,,,,,62,,,,,,,,60114
Marc Turnesa,,,2016,,,,,,62,,,,,,,,82384
John Rollins,,,2016,,,,,,62,,,,,,,,74084
Ryo Ishikawa,,,2016,,,,,,55,,,,,,,,62102
Carl Pettersson,,,2016,,,,,,48,,,,,,,,66986
Cameron Beckman,,,2016,,,,,,45,,,,,,,,59191
Bernhard Langer,,,2016,,,,,,45,,,,,,,,89000
Darron Stiles,,,2016,,,,,,44,,,,,,,,60197
Eric Axley,,,2016,,,,,,41,,,,,,,,71563
Billy Mayfair,,,2016,,,,,,40,,,,,,,,39720
Darren Clarke,,,2016,,,,,,39,,,,,,,,51489
Ted Purdy,,,2016,,,,,,38,,,,,,,,42027
Pat Perez,,,2016,,,,,,34,,,,,,,,47840
Michael Putnam,,,2016,,,,,,30,,,,,,,,65600
Frank Lickliter II,,,2016,,,,,,28,,,,,,,,28986
Shaun Micheel,,,2016,,,,,,28,,,,,,,,17760
Troy Matteson,,,2016,,,,,,26,,,,,,,,26248
Rocco Mediate,,,2016,,,,,,26,,,,,,,,32000
Charlie Wi,,,2016,,,,,,26,,,,,,,,20556
Fred Funk,,,2016,,,,,,26,,,,,,,,18662
Brian Davis,,,2016,,,,,,23,,,,,,,,27880
Ben Curtis,,,2016,,,,,,22,,,,,,,,12691
Arjun Atwal,,,2016,,,,,,21,,,,,,,,28598
Steve Flesch,,,2016,,,,,,19,,,,,,,,36062
Larry Mize,,,2016,,,,,,19,,,,,,,,24900
Bo Van Pelt,,,2016,,,,,,18,,,,,,,,15392
Jarrod Lyle,,,2016,,,,,,10,,,,,,,,15884
Omar Uresti,,,2016,,,,,,10,,,,,,,,7910
Trevor Immelman,,,2016,,,,,,7,,,,,,,,20509
Mark O'Meara,,,2016,,,,,,7,,,,,,,,20573
Kent Jones,,,2016,,,,,,3,,,,,,,,9792
Mark Hensby,,,2016,,,,,,2,,,,,,,,17344
Tim Petrovic,,,2016,,,,,,2,,,,,,,,17142
Marco Dawson,,,2016,,,,,,2,,,,,,,,19848
Tommy Gainey,,,2016,,,,,,1,,,,,,,,7872
Rich Beem,,,2016,,,,,,1,,,,,,,,17450
Charlie Beljan,,,2016,,,,,,1,,,,,,,,11160
John Peterson,,,2016,,,,,,1,,,,,,,,13020
Matt Bettencourt,,,2016,,,,,,1,,,,,,,,6195
Rory McIlroy,,,2015,,,,,,1567,2,6,,,,,,4863312
Tim Clark,,,2015,,,,,,481,,1,,,,,,1028139
Will MacKenzie,,,2015,,,,,,458,,3,,,,,,863563
Martin Kaymer,,,2015,,,,,,406,,1,,,,,,886378
Tom Gillis,,,2015,,,,,,391,,1,,,,,,634554
Vaughn Taylor,,,2015,,,,,,361,,2,,,,,,533036
Graeme McDowell,,,2015,,,,,,320,,1,,,,,,686438
Freddie Jacobson,,,2015,,,,,,268,,1,,,,,,416259
Shane Lowry,,,2015,,,,,,222,1,3,,,,,,502517
Steve Stricker,,,2015,,,,,,218,,,,,,,,269701
Tiger Woods,,,2015,,,,,,215,,1,,,,,,448598
Kyle Stanley,,,2015,,,,,,200,,,,,,,,245504
Victor Dubuisson,,,2015,,,,,,145,,,,,,,,354625
Rod Pampling,,,2015,,,,,,138,,1,,,,,,189055
Chris Smith,,,2015,,,,,,128,,1,,,,,,212910
Tim Petrovic,,,2015,,,,,,123,,1,,,,,,222551
Ryan Armour,,,2015,,,,,,123,,,,,,,,144229
John Rollins,,,2015,,,,,,121,,1,,,,,,218064
Andrew Loupe,,,2015,,,,,,112,,1,,,,,,183850
Kenny Perry,,,2015,,,,,,105,,,,,,,,142390
Stuart Appleby,,,2015,,,,,,100,,,,,,,,138968
Josh Teater,,,2015,,,,,,94,,,,,,,,80359
Trevor Immelman,,,2015,,,,,,76,,,,,,,,74660
Blake Adams,,,2015,,,,,,74,,,,,,,,156939
Zack Sucher,,,2015,,,,,,70,,,,,,,,85614
Fred Funk,,,2015,,,,,,66,,1,,,,,,141171
Arjun Atwal,,,2015,,,,,,64,,,,,,,,63909
Jarrod Lyle,,,2015,,,,,,63,,,,,,,,66145
Glen Day,,,2015,,,,,,61,,,,,,,,54909
Carlos Sainz Jr,,,2015,,,,,,59,,1,,,,,,124115
Steve Flesch,,,2015,,,,,,58,,1,,,,,,110527
Tommy Gainey,,,2015,,,,,,57,,,,,,,,70137
John Daly,,,2015,,,,,,57,,1,,,,,,91933
Mark Hensby,,,2015,,,,,,53,,1,,,,,,122938
Ben Curtis,,,2015,,,,,,51,,,,,,,,59018
Troy Kelly,,,2015,,,,,,50,,,,,,,,67547
Y.E. Yang,,,2015,,,,,,49,,,,,,,,50024
Mike Weir,,,2015,,,,,,48,,,,,,,,72800
Matt Bettencourt,,,2015,,,,,,48,,,,,,,,46505
Mark O'Meara,,,2015,,,,,,47,,,,,,,,114915
Charlie Wi,,,2015,,,,,,44,,,,,,,,39480
Troy Matteson,,,2015,,,,,,43,,,,,,,,42450
Kevin Stadler,,,2015,,,,,,41,,,,,,,,42160
Justin Hicks,,,2015,,,,,,41,,,,,,,,42171
Cameron Beckman,,,2015,,,,,,40,,,,,,,,32995
Joe Affrunti,,,2015,,,,,,39,,,,,,,,31480
Dicky Pride,,,2015,,,,,,31,,,,,,,,39414
David Duval,,,2015,,,,,,31,,,,,,,,36839
D.J. Trahan,,,2015,,,,,,31,,,,,,,,36855
Richard Sterne,,,2015,,,,,,29,,,,,,,,27690
Woody Austin,,,2015,,,,,,29,,,,,,,,27774
Lee Janzen,,,2015,,,,,,29,,,,,,,,43500
Billy Mayfair,,,2015,,,,,,26,,,,,,,,19710
Benjamín Alvarado,,,2015,,,,,,26,,,,,,,,28800
Shaun Micheel,,,2015,,,,,,25,,,,,,,,16321
Duffy Waldorf,,,2015,,,,,,25,,,,,,,,29944
Michael Bradley,,,2015,,,,,,22,,,,,,,,18736
Dudley Hart,,,2015,,,,,,22,,,,,,,,29013
Scott Verplank,,,2015,,,,,,21,,,,,,,,25683
Daniel Chopra,,,2015,,,,,,17,,,,,,,,11700
Stephen Ames,,,2015,,,,,,13,,,,,,,,7613
Kent Jones,,,2015,,,,,,13,,,,,,,,7626
Chris Riley,,,2015,,,,,,13,,,,,,,,14216
Harrison Frazar,,,2015,,,,,,12,,,,,,,,37550
Garrett Willis,,,2015,,,,,,12,,,,,,,,8708
Scott McCarron,,,2015,,,,,,9,,,,,,,,8880
Parker McLachlin,,,2015,,,,,,7,,,,,,,,7560
Len Mattiace,,,2015,,,,,,5,,,,,,,,6479
Guy Boros,,,2015,,,,,,4,,,,,,,,6270
Ted Purdy,,,2015,,,,,,4,,,,,,,,6386
Brandt Jobe,,,2015,,,,,,2,,,,,,,,12825
Tom Watson,,,2015,,,,,,1,,,,,,,,11623
Tim Herron,,,2015,,,,,,1,,,,,,,,5820
Patrick Cantlay,,,2015,,,,,,1,,,,,,,,11468
Steve Lowery,,,2015,,,,,,1,,,,,,,,6650
Bernhard Langer,,,2015,,,,,,1,,,,,,,,22082
Steve Stricker,,,2014,,,,,,519,,2,,,,,,1154747
Peter Hanson,,,2014,,,,,,262,,,,,,,,415531
Scott Piercy,,,2014,,,,,,238,,,,,,,,411635
Steve Marino,,,2014,,,,,,224,,,,,,,,294565
Joe Durant,,,2014,,,,,,221,,,,,,,,369268
Thorbjørn Olesen,,,2014,,,,,,182,,1,,,,,,335222
Jason Gore,,,2014,,,,,,175,,1,,,,,,273857
Peter Malnati,,,2014,,,,,,172,,,,,,,,271326
Dicky Pride,,,2014,,,,,,159,,1,,,,,,243592
Tim Herron,,,2014,,,,,,157,,,,,,,,212771
Eric Axley,,,2014,,,,,,141,,,,,,,,180734
Scott Gardiner,,,2014,,,,,,125,,,,,,,,209270
Padraig Harrington,,,2014,,,,,,116,,,,,,,,169175
Miguel Angel Carballo,,,2014,,,,,,116,,,,,,,,161491
Stephen Ames,,,2014,,,,,,104,,,,,,,,141143
David Lynn,,,2014,,,,,,104,,,,,,,,207414
Tim Petrovic,,,2014,,,,,,96,,,,,,,,109299
Blake Adams,,,2014,,,,,,91,,,,,,,,98439
Ryuji Imada,,,2014,,,,,,90,,,,,,,,98186
Nicolas Colsaerts,,,2014,,,,,,88,,,,,,,,123367
Kenny Perry,,,2014,,,,,,83,,,,,,,,130588
Darren Clarke,,,2014,,,,,,83,,,,,,,,128293
Bernhard Langer,,,2014,,,,,,80,,1,,,,,,234000
Doug LaBelle II,,,2014,,,,,,79,,,,,,,,84209
Kevin Foley,,,2014,,,,,,78,,,,,,,,87738
David Duval,,,2014,,,,,,77,,,,,,,,94709
Rod Pampling,,,2014,,,,,,74,,1,,,,,,154051
Lee Williams,,,2014,,,,,,74,,,,,,,,66075
Bob Estes,,,2014,,,,,,73,,1,,,,,,156000
Alex Prugh,,,2014,,,,,,72,,,,,,,,90606
Cameron Beckman,,,2014,,,,,,72,,,,,,,,72835
Greg Owen,,,2014,,,,,,67,,,,,,,,95117
John Daly,,,2014,,,,,,63,,,,,,,,76635
José Coceres,,,2014,,,,,,59,,,,,,,,57620
Matt Bettencourt,,,2014,,,,,,57,,,,,,,,96825
Mark Anderson,,,2014,,,,,,55,,,,,,,,122598
Will Claxton,,,2014,,,,,,52,,,,,,,,56886
Tom Watson,,,2014,,,,,,51,,,,,,,,53727
Fred Couples,,,2014,,,,,,49,,,,,,,,101160
Mark Calcavecchia,,,2014,,,,,,49,,,,,,,,68608
Patrick Cantlay,,,2014,,,,,,48,,,,,,,,76131
Tiger Woods,,,2014,,,,,,45,,,,,,,,108275
Tag Ridings,,,2014,,,,,,42,,,,,,,,53647
Lee Janzen,,,2014,,,,,,41,,,,,,,,63946
Joe Ogilvie,,,2014,,,,,,40,,,,,,,,52035
Glen Day,,,2014,,,,,,40,,,,,,,,30628
Steve Flesch,,,2014,,,,,,37,,,,,,,,46352
Harrison Frazar,,,2014,,,,,,37,,,,,,,,47247
Justin Bolli,,,2014,,,,,,37,,,,,,,,29327
José María Olazábal,,,2014,,,,,,36,,,,,,,,48600
Alex Cejka,,,2014,,,,,,34,,,,,,,,57059
Dudley Hart,,,2014,,,,,,32,,,,,,,,40217
Marc Turnesa,,,2014,,,,,,31,,,,,,,,30959
Chris Smith,,,2014,,,,,,28,,,,,,,,33620
Sandy Lyle,,,2014,,,,,,25,,,,,,,,27972
Billy Mayfair,,,2014,,,,,,24,,,,,,,,32118
Edward Loar,,,2014,,,,,,23,,,,,,,,29958
Len Mattiace,,,2014,,,,,,21,,,,,,,,20660
Kent Jones,,,2014,,,,,,20,,,,,,,,15480
Larry Mize,,,2014,,,,,,20,,,,,,,,22680
Kris Blanks,,,2014,,,,,,19,,,,,,,,17327
D.J. Trahan,,,2014,,,,,,18,,,,,,,,12900
Chez Reavie,,,2014,,,,,,18,,,,,,,,11767
Benjamín Alvarado,,,2014,,,,,,15,,,,,,,,13241
Nathan Green,,,2014,,,,,,14,,,,,,,,13034
Ben Kohles,,,2014,,,,,,13,,,,,,,,14784
Vaughn Taylor,,,2014,,,,,,12,,,,,,,,20451
Paul Goydos,,,2014,,,,,,11,,,,,,,,43441
Arjun Atwal,,,2014,,,,,,11,,,,,,,,6980
Todd Hamilton,,,2014,,,,,,11,,,,,,,,10387
Fabián Gómez,,,2014,,,,,,10,,,,,,,,27616
Fred Funk,,,2014,,,,,,9,,,,,,,,32417
Daniel Chopra,,,2014,,,,,,9,,,,,,,,20775
Marco Dawson,,,2014,,,,,,4,,,,,,,,7245
Jesper Parnevik,,,2014,,,,,,4,,,,,,,,7245
Alex Aragon,,,2014,,,,,,2,,,,,,,,21526
Scott McCarron,,,2014,,,,,,2,,,,,,,,22794
Paul Stankowski,,,2014,,,,,,1,,,,,,,,6720
Scott Verplank,,,2014,,,,,,1,,,,,,,,10696
Chris DiMarco,,,2014,,,,,,1,,,,,,,,6370
Brett Quigley,,,2014,,,,,,1,,,,,,,,10260
Bobby Gates,,,2014,,,,,,1,,,,,,,,10919
Woody Austin,,,2013,,,,,,326,1,1,,,,,,568800
Brendon Todd,,,2013,,,,,,293,,,,,,,,473220
Louis Oosthuizen,,,2013,,,,,,249,,1,,,,,,497408
Jonathan Byrd,,,2013,,,,,,234,,2,,,,,,428966
Ross Fisher,,,2013,,,,,,215,,1,,,,,,311168
Davis Love III,,,2013,,,,,,209,,1,,,,,,303470
Russell Knox,,,2013,,,,,,197,,,,,,,,305973
Retief Goosen,,,2013,,,,,,182,,1,,,,,,315702
Nick O'Hern,,,2013,,,,,,169,,1,,,,,,282464
Cameron Beckman,,,2013,,,,,,150,,1,,,,,,276805
Fred Couples,,,2013,,,,,,138,,,,,,,,218398
Bill Lunde,,,2013,,,,,,133,,1,,,,,,206710
Kevin Sutherland,,,2013,,,,,,129,,,,,,,,223098
Chris DiMarco,,,2013,,,,,,118,,1,,,,,,175555
Glen Day,,,2013,,,,,,113,,1,,,,,,186610
John Mallinger,,,2013,,,,,,112,,,,,,,,137299
Tim Petrovic,,,2013,,,,,,109,,1,,,,,,196565
Matt Bettencourt,,,2013,,,,,,102,,,,,,,,101687
Heath Slocum,,,2013,,,,,,102,,,,,,,,90796
Paul Casey,,,2013,,,,,,100,,,,,,,,147612
Andres Gonzales,,,2013,,,,,,96,,1,,,,,,179387
Nathan Green,,,2013,,,,,,92,,,,,,,,97753
Kevin Na,,,2013,,,,,,92,,,,,,,,110864
Steve Marino,,,2013,,,,,,91,,,,,,,,148874
Joey Snyder III,,,2013,,,,,,85,,,,,,,,98887
Billy Mayfair,,,2013,,,,,,79,,1,,,,,,123860
Paul Haley II,,,2013,,,,,,74,,,,,,,,73006
Jeff Gove,,,2013,,,,,,69,,,,,,,,53401
Billy Andrade,,,2013,,,,,,63,,1,,,,,,114000
Steve Flesch,,,2013,,,,,,60,,,,,,,,76654
Hank Kuehne,,,2013,,,,,,59,,,,,,,,48046
Joe Ogilvie,,,2013,,,,,,58,,,,,,,,54173
Kenny Perry,,,2013,,,,,,58,,,,,,,,52616
Scott Verplank,,,2013,,,,,,57,,,,,,,,62905
Joe Affrunti,,,2013,,,,,,56,,,,,,,,49615
Gary Christian,,,2013,,,,,,52,,,,,,,,75332
"Wes Short, Jr.",,,2013,,,,,,51,,,,,,,,82855
Bernhard Langer,,,2013,,,,,,42,,,,,,,,56040
Michael Letzig,,,2013,,,,,,41,,,,,,,,45626
Joe Durant,,,2013,,,,,,40,,,,,,,,32290
Duffy Waldorf,,,2013,,,,,,35,,,,,,,,28657
Chris Riley,,,2013,,,,,,35,,,,,,,,27521
Tom Watson,,,2013,,,,,,32,,,,,,,,28980
Ryuji Imada,,,2013,,,,,,32,,,,,,,,30820
Peter Lonard,,,2013,,,,,,28,,,,,,,,36667
Paul Stankowski,,,2013,,,,,,28,,,,,,,,36667
Bart Bryant,,,2013,,,,,,27,,,,,,,,19068
Russ Cochran,,,2013,,,,,,27,,,,,,,,19068
Dean Wilson,,,2013,,,,,,24,,,,,,,,20836
David Frost,,,2013,,,,,,22,,,,,,,,16864
Robert Gamez,,,2013,,,,,,21,,,,,,,,17880
Jesper Parnevik,,,2013,,,,,,20,,,,,,,,49241
José María Olazábal,,,2013,,,,,,20,,,,,,,,19480
Skip Kendall,,,2013,,,,,,19,,,,,,,,13590
John Daly,,,2013,,,,,,18,,,,,,,,43543
J.B. Holmes,,,2013,,,,,,17,,,,,,,,15184
Sandy Lyle,,,2013,,,,,,16,,,,,,,,34962
Neal Lancaster,,,2013,,,,,,16,,,,,,,,36979
Troy Kelly,,,2013,,,,,,15,,,,,,,,32350
Andre Stolz,,,2013,,,,,,13,,,,,,,,7905
Marc Turnesa,,,2013,,,,,,13,,,,,,,,12900
Tom Lehman,,,2013,,,,,,11,,,,,,,,20077
Mark O'Meara,,,2013,,,,,,11,,,,,,,,20077
Alexandre Rocha,,,2013,,,,,,10,,,,,,,,21254
Marco Dawson,,,2013,,,,,,8,,,,,,,,6630
Kent Jones,,,2013,,,,,,8,,,,,,,,6630
Lee Janzen,,,2013,,,,,,8,,,,,,,,25482
David Duval,,,2013,,,,,,5,,,,,,,,6210
Arjun Atwal,,,2013,,,,,,4,,,,,,,,22122
Scott McCarron,,,2013,,,,,,2,,,,,,,,6060
Frank Lickliter II,,,2013,,,,,,1,,,,,,,,5730
Ted Purdy,,,2013,,,,,,1,,,,,,,,12797
Todd Hamilton,,,2013,,,,,,1,,,,,,,,17864
Retief Goosen,,,2012,,,,,,330,,2,,,,,,571174
Lee Janzen,,,2012,,,,,,219,,1,,,,,,258589
Joe Durant,,,2012,,,,,,205,,1,,,,,,427678
Jarrod Lyle,,,2012,,,,,,199,,1,,,,,,363685
Duffy Waldorf,,,2012,,,,,,168,,,,,,,,174433
Alex Cejka,,,2012,,,,,,166,,,,,,,,218117
Chris Riley,,,2012,,,,,,144,,,,,,,,167581
Rich Beem,,,2012,,,,,,113,,,,,,,,200049
Todd Hamilton,,,2012,,,,,,110,,1,,,,,,214339
Fred Couples,,,2012,,,,,,108,,,,,,,,188378
Shaun Micheel,,,2012,,,,,,100,,,,,,,,103559
Joe Ogilvie,,,2012,,,,,,98,,,,,,,,152376
Jamie Lovemark,,,2012,,,,,,95,,,,,,,,
Briny Baird,,,2012,,,,,,92,,,,,,,,154111
Kenny Perry,,,2012,,,,,,85,,,,,,,,76544
Marc Turnesa,,,2012,,,,,,83,,,,,,,,113048
Woody Austin,,,2012,,,,,,78,,,,,,,,122472
Tim Petrovic,,,2012,,,,,,78,,,,,,,,558862
Steven Bowditch,,,2012,,,,,,72,,,,,,,,206768
Skip Kendall,,,2012,,,,,,71,,,,,,,,62390
Garrett Willis,,,2012,,,,,,70,,,,,,,,95014
Mark Calcavecchia,,,2012,,,,,,68,,1,,,,,,124343
Corey Pavin,,,2012,,,,,,67,,,,,,,,59120
Paul Goydos,,,2012,,,,,,64,,,,,,,,57220
Shane Bertsch,,,2012,,,,,,61,,,,,,,,73795
Frank Lickliter II,,,2012,,,,,,56,,,,,,,,125683
Will MacKenzie,,,2012,,,,,,55,,,,,,,,49760
Richard Johnson,,,2012,,,,,,54,,,,,,,,99515
Steve Marino,,,2012,,,,,,54,,,,,,,,85040
Michael Allen,,,2012,,,,,,52,,1,,,,,,121895
Kent Jones,,,2012,,,,,,50,,,,,,,,54644
Paul Stankowski,,,2012,,,,,,48,,,,,,,,47793
Lucas Glover,,,2012,,,,,,47,,,,,,,,67112
Fred Funk,,,2012,,,,,,47,,,,,,,,45449
Glen Day,,,2012,,,,,,40,,,,,,,,38850
Brett Quigley,,,2012,,,,,,37,,,,,,,,31858
Brett Wetterich,,,2012,,,,,,35,,,,,,,,50917
Anthony Kim,,,2012,,,,,,32,,,,,,,,33960
Robert Damron,,,2012,,,,,,30,,,,,,,,30673
Willie Wood,,,2012,,,,,,26,,,,,,,,42000
Guy Boros,,,2012,,,,,,26,,,,,,,,21015
Tom Lehman,,,2012,,,,,,25,,,,,,,,46990
Jason Gore,,,2012,,,,,,23,,,,,,,,26700
Paul Casey,,,2012,,,,,,19,,,,,,,,56755
Len Mattiace,,,2012,,,,,,18,,,,,,,,16650
Bart Bryant,,,2012,,,,,,18,,,,,,,,23134
Craig Barlow,,,2012,,,,,,18,,,,,,,,26538
Scott Verplank,,,2012,,,,,,17,,,,,,,,31168
David Duval,,,2012,,,,,,16,,,,,,,,32936
Gene Sauers,,,2012,,,,,,16,,,,,,,,12900
Hank Kuehne,,,2012,,,,,,10,,,,,,,,26342
Eric Axley,,,2012,,,,,,9,,,,,,,,7215
Mark Brooks,,,2012,,,,,,9,,,,,,,,7215
Steve Lowery,,,2012,,,,,,9,,,,,,,,7215
Robert Gamez,,,2012,,,,,,9,,,,,,,,37221
Ted Purdy,,,2012,,,,,,9,,,,,,,,24900
Fran Quinn,,,2012,,,,,,6,,,,,,,,
Zack Miller,,,2012,,,,,,5,,,,,,,,137112
José María Olazábal,,,2012,,,,,,4,,,,,,,,18677
Omar Uresti,,,2012,,,,,,3,,,,,,,,28844
Peter Lonard,,,2012,,,,,,2,,,,,,,,7210
